gene_id,T000,T001,T002,T003,T004,T005,T006,T007,T008,T009,T010,T011,T012,T013,T014,T015,T016,T017,T018,T019,T020,T021,T022,T023,T024,T025,T026,T027,T028,T029,T030,T031,T032,T033,T034,T035,T036,T037,T038,T039,N000,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019
ENSG00000000001,10.946696579818017,8.077946947973864,7.297923867604895,6.714870467497116,9.641391980390681,9.619294052013643,7.65789909721932,5.9471980752232,6.488261934177071,8.769985782863216,8.476125895254143,8.990377805884128,6.289419580167654,7.795621561807861,8.297212685161373,7.866000024542994,9.586479787178991,8.716419589003433,8.620951165821143,7.276143967226777,8.412582765692813,8.132729178941446,5.844737633264236,7.972928859721968,7.535100601502414,6.938218510059023,8.47900371895507,9.445906433015935,7.461256340283997,10.052675277169627,5.315172503305462,6.803406798822767,7.555863169212791,9.722945018524513,8.534249198245803,9.938252268775546,7.483502831487922,7.229941584457882,9.525986357053373,7.143121678464043,3.0864705149931173,3.300069178994779,3.620821570997583,5.745741116080646,5.213638604105848,6.035728031101653,4.359121030495198,5.237809536615071,5.938385590951005,4.535980190419642,5.685162856336117,4.007111088400023,4.455419230152392,4.427393159002507,3.2062405316164404,5.730458721178373,4.295896489695914,5.018741178091531,5.721119988358863,5.669796764044916
ENSG00000000002,8.854819011578567,8.729240650845725,6.841566389891269,8.723589801399905,6.457417742281313,4.933145667516363,6.078708826651139,5.847768357985155,8.84308985199851,7.620866703389661,8.226517959777327,10.798539369891806,6.89230367003206,9.190912550479233,6.069235512775085,8.490693078353857,5.957274903782621,6.799368210967556,8.28478746961413,4.77291508538472,8.031161159027851,7.51158377854964,7.844257273281126,6.390908835809567,7.617157256265318,7.772276343026701,8.193343410625653,8.583818836981534,10.04868364065172,7.770275011766218,6.22797484497554,7.644265086481413,8.501260793961649,10.540442962816357,9.758881118060165,8.247885425362751,10.232377873641,6.744412615685896,6.14936788992056,5.753912754493433,4.415285295266348,2.934970778665537,5.952726420221606,4.66666595435184,2.7937905582460134,3.4766313781886877,5.470270771175293,6.257189851841572,7.99509633753768,9.370793699010994,5.621614149913994,3.515692819952204,1.8019305789030362,5.401567193515754,3.780588357034511,4.376964109730472,4.081854801410288,4.788813670375422,6.598970346181465,5.235572851168017
ENSG00000000003,7.514493224386122,5.893462572819216,5.237267622043905,6.45804429610925,8.103342235123094,10.995375882358534,8.77909279799714,9.77515514268524,7.043819392203424,7.092440800010179,7.004988888707423,6.967523394849922,10.60640541532393,7.065869954635852,9.44117485577643,7.012269230744554,9.95960904992797,9.407525687115243,8.663156336229155,8.19922721504804,7.9497305283626005,9.491953100224256,6.322753493519272,6.436826286841143,5.440032458188698,7.849267185500176,9.963637284086829,8.206246699634372,6.843774866821909,7.900332025453127,9.01724452647991,8.63019088348426,8.16218431113506,10.655010384753698,8.540248441256615,9.823916208582293,8.981058849294243,5.3896134875001955,6.896239163243784,10.90606680778328,7.585498581174946,4.730721180076099,4.425219018296018,7.192166438363303,3.339431476934768,3.6579094715662603,5.964990192033566,4.408092315710616,4.992317199919893,4.754835652213231,5.5063618231984,7.111222791970575,5.135877360352619,5.965908189915287,1.9247418484534662,4.926922397104823,3.735154594560693,3.171780409364558,3.6827714496068737,4.498814838948782
ENSG00000000004,9.381723144268847,5.203711998039121,7.082339110311169,7.36281024496351,7.336191373337101,10.189465726680979,9.091784114892763,9.869889854155506,7.220255601327537,6.916930500117958,6.990200332251564,8.697770511853204,8.476318182612086,6.993560627902356,8.034793216926364,7.899639561263415,12.449001774772391,11.197261079842274,7.13355330228047,7.625094100488927,6.556794227018241,6.569506493997842,8.276791556091352,10.401245574661997,6.17229604732195,7.634999325930735,4.484256896853698,7.0070085172433725,5.564677353281113,7.891898296458358,7.2419399239998885,7.434688859400197,4.596131791440009,5.293900983988951,10.619845939429798,6.53497743147335,5.785947801031876,10.18756733601722,11.422137018858322,6.4363694333810235,4.447626564817954,5.512333326410764,7.593046466608389,3.519714382357644,4.632083231086836,6.166006364092616,5.652149111699928,4.435765893154851,4.799265553225938,2.9376562874450274,4.642739384038002,4.600418764986568,5.348254834439384,4.167009171771476,5.707307783817709,6.519073726729743,5.233143991502699,5.527634612598805,5.079733021366801,5.000126589637121
ENSG00000000005,7.295622046197943,8.78172233040613,7.991268414691923,12.071902361077562,10.30550937806704,9.29904284507722,7.147434006212526,5.499706673400545,10.406891351585475,8.562900921100344,9.027266423738286,4.743575890786415,9.266137910621985,9.442795456070112,5.765216359550914,6.292962601899464,7.910593230769729,8.05378509588719,8.204299307898511,8.13134939904776,8.460160870604025,8.13997263140949,9.98886840540381,3.6128487717944804,7.0808495723136815,8.736988426074792,7.604709230621268,6.927555297684082,6.136707845362386,8.64583486177047,9.684200539382942,6.107717989285364,9.309106756053517,8.21625562031169,8.272881226339255,5.429545409899654,6.909793915816026,9.465994293178326,9.278447441304861,10.617095763455104,6.766117833466541,5.658630018394364,7.615901789251688,5.658489738107448,6.241982265195588,4.555143569697938,5.0998187237888075,3.9538642650495848,6.48437590189228,3.232544565327702,6.173525513626492,4.714023413742261,6.7568706402009795,6.12630348309689,7.7309692364702025,6.096162036707967,2.6419396165201388,4.899570240652698,3.241989211107776,4.222580236450588
ENSG00000000006,10.761737644097408,8.982035113913469,6.606373578525083,5.68674524375678,7.454417336651863,5.976719936619672,7.096198200268686,9.345289013708111,9.212408408293047,9.245312087230026,3.868157560089453,8.884056337390058,7.1307321141368245,8.932675327918272,9.75074983590586,4.265791477554533,7.231160128842496,8.637182576007456,5.570218701920759,9.83170133719278,9.459469018107638,8.851188178928883,7.227679357188308,9.929356646031007,9.9310689585052,7.994870924169194,8.456474705781682,7.5714971113880445,6.796354908306312,7.641485156346555,8.287083615468351,9.270896482798477,8.89896941366032,5.575267687953912,7.593600417010305,10.290484137889553,6.638221553411199,7.02374731606068,8.31476184718494,10.13982985505816,5.017139083340989,6.993440885655484,6.28519097384979,6.262730100335093,5.83117475198614,8.491479650519128,4.692257466700934,1.9947165619002292,7.406381542275711,4.3134508535647615,5.16182066651455,6.964326027290791,2.5966106884116122,3.1225291788407907,2.5980830943217192,3.8087955649618643,5.659454909025491,5.786281764219156,5.414411268992831,2.8808511741614504
ENSG00000000007,4.35362709169022,7.246518723982739,6.89620599182545,8.900866382301405,8.564980636546078,7.74533905169929,8.819344596108483,8.836100620990713,9.675363526990122,6.643743373390736,7.121558958773796,8.136438049319642,8.93447209908538,8.389438069909493,8.709487400634153,7.95980851775066,8.65126288229751,9.502401717763878,4.509166393258473,6.270111698554419,5.580474575966001,4.3442755591051565,7.9412525025080445,8.681332876781315,7.51054419338276,7.616419214311178,8.990914642437167,10.198498046573206,8.39832451421622,10.303298581587786,7.7967579834571055,5.8631390093888465,7.048927195999282,5.787734537340404,7.209102435319158,7.743554092472266,9.947894784269877,11.147120504139158,5.6584832945563335,8.853684049439275,3.4391840912636984,5.712045632694803,4.8033700239684105,2.2536412612287045,6.3924454873527266,4.0924989307869035,4.199149642439668,3.395371383065465,4.018575084968667,5.641835661042376,4.716133488595392,5.492993003423722,5.542882780893265,6.98099248329225,4.4858207737034315,2.784713274731402,6.600833624857975,4.502767741854118,6.6718886668660655,5.575065669773705
ENSG00000000008,8.297866763605235,9.436924579414931,10.771223165433941,11.412034778202901,7.889399373262437,8.715942247715187,10.438346578820692,7.5699604822881295,7.813780593702402,7.369398923310973,8.980721218765927,7.011966562960695,6.425863333746456,4.518125964844133,7.019965452808115,7.6795387865587195,6.9511252403400565,10.158835481635554,10.064437258878161,5.873786350936095,9.110220758162733,7.503572725729147,7.5271883678654365,7.829046545965912,9.896447865312808,7.93544649599503,10.151904593431292,6.824514516117071,8.177539747896596,12.775908273811504,8.502262620703267,10.189912930117558,7.684701152105546,8.434637482678042,8.38859302037505,7.413923471532904,7.288197895205226,9.55086555606598,6.601309089778866,8.193029140229427,6.627930506668865,5.549797110855845,4.570626899666462,5.680948368963044,4.536990416680381,6.403320688197724,2.2528908736773143,4.496588947822031,2.0137820073140036,2.7574087546591923,7.045793344720864,6.342777472957529,3.9207796500728143,2.7462448159386543,0.5532067432375232,4.184756738101048,8.630622518371103,5.652326407195471,4.160641570925765,5.697620314250459
ENSG00000000009,5.9916554331672085,6.573061019344518,8.723223252068202,7.922155256345864,9.16567359055243,8.655852160509454,9.035306115031426,6.614996120245906,8.909740931974305,10.274000342683777,7.334594284354014,5.939197436003846,9.653205697853515,7.097584875856218,9.9600060415746,6.603193270408067,10.70415959221053,7.404163510377328,8.717867422218584,9.882497682242903,7.401724277549069,5.9882927795476455,7.787601046908907,9.575052904501357,5.09485196651522,9.86251276940234,6.842390625596254,9.837413325204148,4.811789444820445,6.218688569474134,5.359825648014102,5.896310761782171,8.765606403719454,7.564392301274324,8.40322271185716,7.309206470076185,9.152285009577769,5.769275626451028,9.274207393376344,8.609615315322584,5.577556906484151,5.834800164126895,5.444627001212989,8.052609954096601,4.869358743421235,4.539375172498135,3.869708629463933,3.451605994133245,3.1332923185983867,3.666804030153622,4.893979427521893,5.501442692746572,5.076713087828242,3.8516970838554307,6.350276846029945,6.1091190084514215,4.760527538866975,4.020625783002932,5.822641881244699,5.2819603812291565
ENSG00000000010,5.191372332784003,7.0859039594617235,8.70433883576895,6.11679368678686,8.430393913398259,6.776603717783872,9.636202790577318,8.941813533022605,6.906869227338394,7.783825525580951,4.311684105710659,6.754779648923255,7.152220391335522,5.683486009547398,9.353128256603842,10.598305213820476,6.385418619480513,7.611378013217715,7.935866462317948,10.441657451721968,6.780062358452578,8.75699040845567,11.234904625778036,6.0675000274433,6.158228230399338,7.436714306113273,7.656896541613778,9.614198471857577,8.702604907790628,5.101826294822135,9.430200895560969,6.606097447708303,9.223134758117283,6.748943133576024,6.552739556156558,9.13806244061311,8.606425425805327,8.985128722606042,5.498049613604365,8.111951796042895,3.4485379224884016,5.352914167382395,2.86439834690141,5.669483221314596,3.790101643538941,3.0760480246092174,6.070730204723599,5.362466782515127,4.079034797910654,7.1767682735315965,4.339021367645386,5.048161510956402,5.403370171517901,4.07050109880708,5.706704440099894,4.199821479252913,4.382542516675686,7.043963959705012,3.4391209212313503,1.3808295036057647
